BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,777,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,822,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,870,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,917,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,968,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,1023,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,1079,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,1140,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,1203,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,1275,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,1341,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,1397,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2022,1434,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2023,1456,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2024,1466,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1974,147,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,147,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,149,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1977,153,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1978,159,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1979,168,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1980,178,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1981,193,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1982,210,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1983,230,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1984,251,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1985,276,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1986,310,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1987,356,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1988,410,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1989,481,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1990,556,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1991,607,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1992,646,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1993,679,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1994,686,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1995,674,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1996,657,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1997,647,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1998,640,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1999,631,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2000,625,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2001,621,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2002,618,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2003,626,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2004,632,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2005,656,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2006,669,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2007,686,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2008,714,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2009,748,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,790,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,839,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,891,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,945,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,1002,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,1061,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,1124,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,1192,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,1264,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,1342,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,1418,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,1482,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2022,1526,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2023,1553,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2024,1563,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1974,132,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,132,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,134,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1977,138,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1978,145,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1979,153,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1980,165,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1981,180,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1982,200,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1983,223,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1984,247,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1985,276,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1986,315,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1987,371,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1988,437,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1989,526,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1990,622,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1991,690,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1992,740,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1993,771,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1994,770,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1995,749,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1996,730,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1997,718,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1998,711,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1999,696,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2000,698,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2001,697,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2002,694,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2003,695,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2004,704,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2005,724,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2006,743,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2007,774,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2008,809,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2009,851,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,904,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,967,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,1034,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,1103,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,1179,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,1258,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,1340,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,1429,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,1526,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,1633,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,1738,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,1828,Fr./m2,Franken pro Quadratmeter,
